ID,Name,Style,EP
1527,Memmius Vibius,Bow,6.9709849141061806
1527,Memmius Vibius,Chivalric,1.0
1527,Memmius Vibius,Staff,1.0
1520,Quinctilius Sextus,Karatejutsu,1.0
1520,Quinctilius Sextus,Aikijutsu,1.0
1520,Quinctilius Sextus,Polearm,4.4064719818736062
1520,Quinctilius Sextus,Great Weapon,1.0
1520,Quinctilius Sextus,Boxing,9.7672537666652914
1520,Quinctilius Sextus,Thrown Blade,1.0
1520,Quinctilius Sextus,Kenjutsu,1.0
1520,Quinctilius Sextus,General,4.2254579504111218
1520,Quinctilius Sextus,Florentine,1.0
1520,Quinctilius Sextus,Naginata,1.0
1520,Quinctilius Sextus,Riding,1.0
1520,Quinctilius Sextus,Bow,4.7050127482765038
1520,Quinctilius Sextus,Chivalric,8.7184789516123011
1520,Quinctilius Sextus,Staff,1.0
1521,Skofuss Branundrsun,Karatejutsu,1.0
1521,Skofuss Branundrsun,Aikijutsu,1.0
1521,Skofuss Branundrsun,Polearm,6.8898102299411645
1521,Skofuss Branundrsun,Great Weapon,1.0
1521,Skofuss Branundrsun,Boxing,1.0
1521,Skofuss Branundrsun,Thrown Blade,1.0
1521,Skofuss Branundrsun,Kenjutsu,1.0
1521,Skofuss Branundrsun,General,5.7696002180848893
1521,Skofuss Branundrsun,Florentine,1.0
1521,Skofuss Branundrsun,Naginata,1.0
1521,Skofuss Branundrsun,Riding,1.0
1521,Skofuss Branundrsun,Bow,7.0213977932644074
1521,Skofuss Branundrsun,Chivalric,8.1656829570752976
1521,Skofuss Branundrsun,Staff,1.0
1260,Oscar MacEurwyn,Karatejutsu,1.0
1260,Oscar MacEurwyn,Aikijutsu,1.0
1260,Oscar MacEurwyn,Polearm,7.9986046215850566
1260,Oscar MacEurwyn,Great Weapon,1.0
1260,Oscar MacEurwyn,Boxing,1.0
1260,Oscar MacEurwyn,Thrown Blade,1.0
1260,Oscar MacEurwyn,Kenjutsu,1.0
1260,Oscar MacEurwyn,General,9.313567050018154
1260,Oscar MacEurwyn,Florentine,1.0
1260,Oscar MacEurwyn,Naginata,1.0
1260,Oscar MacEurwyn,Riding,1.0
1260,Oscar MacEurwyn,Bow,3.0983571645377781
1260,Oscar MacEurwyn,Chivalric,5.0454796745244943
1260,Oscar MacEurwyn,Staff,1.0
1399,Atilius Appius,Karatejutsu,1.0
1399,Atilius Appius,Aikijutsu,1.0
1399,Atilius Appius,Polearm,11.180913084066376
1399,Atilius Appius,Great Weapon,1.0
1399,Atilius Appius,Boxing,2.4339940944105027
1399,Atilius Appius,Thrown Blade,1.0
1399,Atilius Appius,Kenjutsu,1.0
1399,Atilius Appius,General,9.0280453037838662
1399,Atilius Appius,Florentine,1.0
1399,Atilius Appius,Naginata,1.0
1399,Atilius Appius,Riding,1.0
1399,Atilius Appius,Bow,9.9694585925315771
1399,Atilius Appius,Chivalric,2.2444111572476793
1399,Atilius Appius,Staff,1.0
1566,Postumius Lucius,Karatejutsu,1.0
1566,Postumius Lucius,Aikijutsu,1.0
1566,Postumius Lucius,Polearm,4.1029221918164511
1566,Postumius Lucius,Great Weapon,1.0
1566,Postumius Lucius,Boxing,1.0
1566,Postumius Lucius,Thrown Blade,1.0
1566,Postumius Lucius,Kenjutsu,1.0
1566,Postumius Lucius,General,8.6325768685956206
1566,Postumius Lucius,Florentine,1.0
1566,Postumius Lucius,Naginata,1.0
1566,Postumius Lucius,Riding,1.0
1566,Postumius Lucius,Bow,6.2228924778653685
1566,Postumius Lucius,Chivalric,4.5417842484993205
1566,Postumius Lucius,Staff,1.0
1251,Iunius Vibius,Karatejutsu,1.0
1251,Iunius Vibius,Aikijutsu,1.0
1251,Iunius Vibius,Polearm,2.4847975749467537
1251,Iunius Vibius,Great Weapon,1.0
1251,Iunius Vibius,Boxing,1.5834175563699597
1251,Iunius Vibius,Thrown Blade,1.0
1251,Iunius Vibius,Kenjutsu,1.0
1251,Iunius Vibius,General,3.1734328762882509
1251,Iunius Vibius,Florentine,1.0
1251,Iunius Vibius,Naginata,1.0
1251,Iunius Vibius,Riding,1.0
1251,Iunius Vibius,Bow,2.380133811616111
1251,Iunius Vibius,Chivalric,2.2784824915177353
1251,Iunius Vibius,Staff,1.0
1490,Cornelius Gaius,Karatejutsu,1.0
1490,Cornelius Gaius,Aikijutsu,1.0
1490,Cornelius Gaius,Polearm,5.659230328583635
1490,Cornelius Gaius,Great Weapon,1.0
1490,Cornelius Gaius,Boxing,14.215035346782374
1490,Cornelius Gaius,Thrown Blade,1.0
1490,Cornelius Gaius,Kenjutsu,1.0
1490,Cornelius Gaius,General,6.5017248444756719
1490,Cornelius Gaius,Florentine,1.0
1490,Cornelius Gaius,Naginata,1.0
1490,Cornelius Gaius,Riding,1.0
1490,Cornelius Gaius,Bow,3.0703579095136027
1490,Cornelius Gaius,Chivalric,4.3189979591802157
1490,Cornelius Gaius,Staff,1.0
1491,Hortensius Graecus,Karatejutsu,1.0
1491,Hortensius Graecus,Aikijutsu,1.0
1491,Hortensius Graecus,Polearm,3.0273402644625667
1491,Hortensius Graecus,Great Weapon,1.0
1491,Hortensius Graecus,Boxing,2.2504105353273873
1491,Hortensius Graecus,Thrown Blade,1.0
1491,Hortensius Graecus,Kenjutsu,1.0
1491,Hortensius Graecus,General,2.2923388272172933
1491,Hortensius Graecus,Florentine,1.0
1491,Hortensius Graecus,Naginata,1.0
1491,Hortensius Graecus,Riding,1.0
1491,Hortensius Graecus,Bow,1.5774658998767781
1491,Hortensius Graecus,Chivalric,1.779757723602035
1491,Hortensius Graecus,Staff,1.0
1492,Calpurnius Graecus,Karatejutsu,1.0
1492,Calpurnius Graecus,Aikijutsu,1.0
1492,Calpurnius Graecus,Polearm,1.9055930505562553
1492,Calpurnius Graecus,Great Weapon,1.0
1492,Calpurnius Graecus,Boxing,1.0
1492,Calpurnius Graecus,Thrown Blade,1.0
1492,Calpurnius Graecus,Kenjutsu,1.0
1492,Calpurnius Graecus,General,2.3189498675855802
1492,Calpurnius Graecus,Florentine,1.0
1492,Calpurnius Graecus,Naginata,1.0
1492,Calpurnius Graecus,Riding,1.0
1492,Calpurnius Graecus,Bow,2.0925806109671634
1492,Calpurnius Graecus,Chivalric,4.045464266804542
1492,Calpurnius Graecus,Staff,1.0
1493,Equitius Grumio,Karatejutsu,1.0
1493,Equitius Grumio,Aikijutsu,1.0
1493,Equitius Grumio,Polearm,6.9428602007398279
1493,Equitius Grumio,Great Weapon,1.0
1493,Equitius Grumio,Boxing,1.0
1493,Equitius Grumio,Thrown Blade,1.0
1493,Equitius Grumio,Kenjutsu,1.0
1493,Equitius Grumio,General,8.328331917955154
1493,Equitius Grumio,Florentine,1.0
1493,Equitius Grumio,Naginata,1.0
1493,Equitius Grumio,Riding,1.0
1493,Equitius Grumio,Bow,4.5273997835943476
1493,Equitius Grumio,Chivalric,7.4990960423388247
1493,Equitius Grumio,Staff,1.0
1494,Cassius Gaius,Karatejutsu,1.0
1494,Cassius Gaius,Aikijutsu,1.0
1494,Cassius Gaius,Polearm,2.541877319996706
1494,Cassius Gaius,Great Weapon,1.0
1494,Cassius Gaius,Boxing,4.9371316309370386
1494,Cassius Gaius,Thrown Blade,1.0
1494,Cassius Gaius,Kenjutsu,1.0
1494,Cassius Gaius,General,1.5576327723255741
1494,Cassius Gaius,Florentine,1.0
1494,Cassius Gaius,Naginata,1.0
1494,Cassius Gaius,Riding,1.0
1494,Cassius Gaius,Bow,3.7722783618469959
1494,Cassius Gaius,Chivalric,3.3157905578459856
1494,Cassius Gaius,Staff,1.0
1495,Pompeius Grumio,Karatejutsu,1.0
1495,Pompeius Grumio,Aikijutsu,1.0
1495,Pompeius Grumio,Polearm,1.7049091336137026
1495,Pompeius Grumio,Great Weapon,1.0
1495,Pompeius Grumio,Boxing,5.5229536632163549
1495,Pompeius Grumio,Thrown Blade,1.0
1495,Pompeius Grumio,Kenjutsu,1.0
1495,Pompeius Grumio,General,5.3546613650788171
1495,Pompeius Grumio,Florentine,1.0
1495,Pompeius Grumio,Naginata,1.0
1495,Pompeius Grumio,Riding,1.0
1495,Pompeius Grumio,Bow,8.907571820067572
1495,Pompeius Grumio,Chivalric,2.8253245568616494
1495,Pompeius Grumio,Staff,1.0
1496,Iulius Lucius,Karatejutsu,1.0
1496,Iulius Lucius,Aikijutsu,1.0
1496,Iulius Lucius,Polearm,3.8854791320258686
1496,Iulius Lucius,Great Weapon,1.0
1496,Iulius Lucius,Boxing,4.3271091753686477
1496,Iulius Lucius,Thrown Blade,1.0
1496,Iulius Lucius,Kenjutsu,1.0
1496,Iulius Lucius,General,5.8557311748853023
1496,Iulius Lucius,Florentine,1.0
1496,Iulius Lucius,Naginata,1.0
1496,Iulius Lucius,Riding,1.0
1496,Iulius Lucius,Bow,5.2698341868789917
1496,Iulius Lucius,Chivalric,6.6619543238040366
1496,Iulius Lucius,Staff,1.0
1103,Furius Sextus,Karatejutsu,1.0
1103,Furius Sextus,Aikijutsu,1.0
1103,Furius Sextus,Polearm,2.8107399743856791
1103,Furius Sextus,Great Weapon,1.0
1103,Furius Sextus,Boxing,31.915916888656305
1103,Furius Sextus,Thrown Blade,1.0
1103,Furius Sextus,Kenjutsu,50.96722766143138
1103,Furius Sextus,General,44.343700681187123
1103,Furius Sextus,Florentine,1.0
1103,Furius Sextus,Naginata,1.0
1103,Furius Sextus,Riding,1.0
1103,Furius Sextus,Bow,31.060498074301336
1103,Furius Sextus,Chivalric,1.9072069299672911
1103,Furius Sextus,Staff,1.0
1498,Vitellius Lucius,Karatejutsu,1.0
1498,Vitellius Lucius,Aikijutsu,1.0
1498,Vitellius Lucius,Polearm,3.6022571376553074
1498,Vitellius Lucius,Great Weapon,1.0
1498,Vitellius Lucius,Boxing,1.0
1498,Vitellius Lucius,Thrown Blade,1.0
1498,Vitellius Lucius,Kenjutsu,1.0
1498,Vitellius Lucius,General,4.572032283116096
1498,Vitellius Lucius,Florentine,1.0
1498,Vitellius Lucius,Naginata,1.0
1498,Vitellius Lucius,Riding,1.0
1498,Vitellius Lucius,Bow,7.3252558298392421
1498,Vitellius Lucius,Chivalric,2.9284232497159097
1498,Vitellius Lucius,Staff,1.0
1499,Curtius Celer,Karatejutsu,1.0
1499,Curtius Celer,Aikijutsu,1.0
1499,Curtius Celer,Polearm,2.918094042379483
1499,Curtius Celer,Great Weapon,1.0
1499,Curtius Celer,Boxing,4.1872799560982576
1499,Curtius Celer,Thrown Blade,1.0
1499,Curtius Celer,Kenjutsu,1.0
1499,Curtius Celer,General,8.2349061671248851
1499,Curtius Celer,Florentine,1.0
1499,Curtius Celer,Naginata,1.0
1499,Curtius Celer,Riding,1.0
1499,Curtius Celer,Bow,3.9425906632500394
1499,Curtius Celer,Chivalric,2.1518792267363187
1499,Curtius Celer,Staff,1.0
1567,Sullivan MacCuirthir,Karatejutsu,1.0
1567,Sullivan MacCuirthir,Aikijutsu,1.0
1567,Sullivan MacCuirthir,Polearm,2.6180632691201264
1567,Sullivan MacCuirthir,Great Weapon,1.0
1567,Sullivan MacCuirthir,Boxing,1.0
1567,Sullivan MacCuirthir,Thrown Blade,1.0
1567,Sullivan MacCuirthir,Kenjutsu,1.0
1567,Sullivan MacCuirthir,General,6.2357146731928719
1567,Sullivan MacCuirthir,Florentine,1.0
1567,Sullivan MacCuirthir,Naginata,1.0
1567,Sullivan MacCuirthir,Riding,1.0
1567,Sullivan MacCuirthir,Bow,6.2705519308518856
1567,Sullivan MacCuirthir,Chivalric,4.9367189300636216
1567,Sullivan MacCuirthir,Staff,1.0
1529,Octavius Tiberius,Karatejutsu,1.0
1529,Octavius Tiberius,Aikijutsu,1.0
1529,Octavius Tiberius,Polearm,4.0828067849007645
1529,Octavius Tiberius,Great Weapon,1.0
1529,Octavius Tiberius,Boxing,5.6365839420880386
1529,Octavius Tiberius,Thrown Blade,1.0
1529,Octavius Tiberius,Kenjutsu,1.0
1529,Octavius Tiberius,General,3.9941674689427167
1529,Octavius Tiberius,Florentine,1.0
1529,Octavius Tiberius,Naginata,1.0
1529,Octavius Tiberius,Riding,1.0
1529,Octavius Tiberius,Bow,3.2302394553004681
1529,Octavius Tiberius,Chivalric,3.8528544902134358
1529,Octavius Tiberius,Staff,1.0
1258,Cornelius Publius,Karatejutsu,1.0
1258,Cornelius Publius,Aikijutsu,1.0
1258,Cornelius Publius,Polearm,5.493797877079122
1258,Cornelius Publius,Great Weapon,1.0
1258,Cornelius Publius,Boxing,1.0
1258,Cornelius Publius,Thrown Blade,1.0
1258,Cornelius Publius,Kenjutsu,1.0
1258,Cornelius Publius,General,4.2165298787075045
1258,Cornelius Publius,Florentine,1.0
1258,Cornelius Publius,Naginata,1.0
1258,Cornelius Publius,Riding,1.0
1258,Cornelius Publius,Bow,3.8753670990696722
1258,Cornelius Publius,Chivalric,4.1529901146002137
1258,Cornelius Publius,Staff,1.0
1667,Arn Korysun,Karatejutsu,1.0
1667,Arn Korysun,Aikijutsu,1.0
1667,Arn Korysun,Polearm,5.9034369271624385
1667,Arn Korysun,Great Weapon,1.0
1667,Arn Korysun,Boxing,5.782715908268302
1667,Arn Korysun,Thrown Blade,1.0
1667,Arn Korysun,Kenjutsu,1.0
1667,Arn Korysun,General,5.5018108676121926
1667,Arn Korysun,Florentine,1.0
1667,Arn Korysun,Naginata,1.0
1667,Arn Korysun,Riding,1.0
1667,Arn Korysun,Bow,5.4423560569115841
1667,Arn Korysun,Chivalric,3.0887674551464195
1667,Arn Korysun,Staff,1.0
1666,Rosach MacNelson,Karatejutsu,1.0
1666,Rosach MacNelson,Aikijutsu,1.0
1666,Rosach MacNelson,Polearm,1.8668385930264217
1666,Rosach MacNelson,Great Weapon,1.0
1666,Rosach MacNelson,Boxing,4.5291329903277351
1666,Rosach MacNelson,Thrown Blade,1.0
1666,Rosach MacNelson,Kenjutsu,1.0
1666,Rosach MacNelson,General,1.9527244343316426
1666,Rosach MacNelson,Florentine,1.0
1666,Rosach MacNelson,Naginata,1.0
1666,Rosach MacNelson,Riding,1.0
1666,Rosach MacNelson,Bow,2.708428327593865
1666,Rosach MacNelson,Chivalric,1.4828267242351307
1666,Rosach MacNelson,Staff,1.0
1665,Tarquitius Publius,Karatejutsu,1.0
1665,Tarquitius Publius,Aikijutsu,1.0
1665,Tarquitius Publius,Polearm,7.5563394045770949
1665,Tarquitius Publius,Great Weapon,1.0
1665,Tarquitius Publius,Boxing,6.9249763814017173
1665,Tarquitius Publius,Thrown Blade,1.0
1665,Tarquitius Publius,Kenjutsu,1.0
1665,Tarquitius Publius,General,15.031515732513515
1665,Tarquitius Publius,Florentine,1.0
1665,Tarquitius Publius,Naginata,1.0
1665,Tarquitius Publius,Riding,1.0
1665,Tarquitius Publius,Bow,3.0826179101037776
1665,Tarquitius Publius,Chivalric,3.2311163306310036
1665,Tarquitius Publius,Staff,1.0
1390,Caelius Aulus,Karatejutsu,1.0
1390,Caelius Aulus,Aikijutsu,1.0
1390,Caelius Aulus,Polearm,1.6413201867775014
1390,Caelius Aulus,Great Weapon,1.0
1390,Caelius Aulus,Boxing,1.0
1390,Caelius Aulus,Thrown Blade,1.0
1390,Caelius Aulus,Kenjutsu,1.0
1390,Caelius Aulus,General,2.0579509765525001
1390,Caelius Aulus,Florentine,1.0
1390,Caelius Aulus,Naginata,1.0
1390,Caelius Aulus,Riding,1.0
1390,Caelius Aulus,Bow,4.5396380479706426
1390,Caelius Aulus,Chivalric,2.0853437576648082
1390,Caelius Aulus,Staff,1.0
1662,Aebutius Marcus,Karatejutsu,1.0
1662,Aebutius Marcus,Aikijutsu,1.0
1662,Aebutius Marcus,Polearm,3.0736497087580723
1662,Aebutius Marcus,Great Weapon,1.0
1662,Aebutius Marcus,Boxing,1.0
1662,Aebutius Marcus,Thrown Blade,1.0
1662,Aebutius Marcus,Kenjutsu,1.0
1662,Aebutius Marcus,General,2.5554991902294124
1662,Aebutius Marcus,Florentine,1.0
1662,Aebutius Marcus,Naginata,1.0
1662,Aebutius Marcus,Riding,1.0
1662,Aebutius Marcus,Bow,2.1722619874338163
1662,Aebutius Marcus,Chivalric,2.5679989313573057
1662,Aebutius Marcus,Staff,1.0
1661,Kendrick MacRoarke,Karatejutsu,1.0
1661,Kendrick MacRoarke,Aikijutsu,1.0
1661,Kendrick MacRoarke,Polearm,3.5378162626149616
1661,Kendrick MacRoarke,Great Weapon,1.0
1661,Kendrick MacRoarke,Boxing,1.0
1661,Kendrick MacRoarke,Thrown Blade,1.0
1661,Kendrick MacRoarke,Kenjutsu,1.0
1661,Kendrick MacRoarke,General,5.4564418332729829
1661,Kendrick MacRoarke,Florentine,1.0
1661,Kendrick MacRoarke,Naginata,1.0
1661,Kendrick MacRoarke,Riding,1.0
1661,Kendrick MacRoarke,Bow,2.9856889525502788
1661,Kendrick MacRoarke,Chivalric,3.6745342357900954
1661,Kendrick MacRoarke,Staff,1.0
1660,Hakfuss Berdisun,Karatejutsu,1.0
1660,Hakfuss Berdisun,Aikijutsu,1.0
1660,Hakfuss Berdisun,Polearm,10.456849945623285
1660,Hakfuss Berdisun,Great Weapon,1.0
1660,Hakfuss Berdisun,Boxing,1.0
1660,Hakfuss Berdisun,Thrown Blade,1.0
1660,Hakfuss Berdisun,Kenjutsu,1.0
1660,Hakfuss Berdisun,General,3.3745979098919703
1660,Hakfuss Berdisun,Florentine,1.0
1660,Hakfuss Berdisun,Naginata,1.0
1660,Hakfuss Berdisun,Riding,1.0
1660,Hakfuss Berdisun,Bow,5.6498586154247938
1660,Hakfuss Berdisun,Chivalric,6.0463868963520966
1660,Hakfuss Berdisun,Staff,1.0
1128,Albius Publius,Karatejutsu,93.224390596362866
1128,Albius Publius,Aikijutsu,1.0
1128,Albius Publius,Polearm,42.086696433486928
1128,Albius Publius,Great Weapon,1.0
1128,Albius Publius,Boxing,1.6433694295369128
1128,Albius Publius,Thrown Blade,1.0
1128,Albius Publius,Kenjutsu,1.0
1128,Albius Publius,General,65.318760980800292
1128,Albius Publius,Florentine,38.166872660751821
1128,Albius Publius,Naginata,1.0
1128,Albius Publius,Riding,1.0
1128,Albius Publius,Bow,2.6951588765213605
1128,Albius Publius,Chivalric,1.6665450508172528
1128,Albius Publius,Staff,1.0
1086,Caelius Publius,Karatejutsu,63.908992284150614
1086,Caelius Publius,Aikijutsu,1.0
1086,Caelius Publius,Polearm,97.50883714410908
1086,Caelius Publius,Great Weapon,1.0
1086,Caelius Publius,Boxing,61.295269128321834
1086,Caelius Publius,Thrown Blade,1.0
1086,Caelius Publius,Kenjutsu,25.562502035411743
1086,Caelius Publius,General,4.8411711453874489
1086,Caelius Publius,Florentine,39.435306431502227
1086,Caelius Publius,Naginata,1.0
1086,Caelius Publius,Riding,16.843148110540689
1086,Caelius Publius,Bow,5.6902474688206786
1086,Caelius Publius,Chivalric,3.5811249090656703
1086,Caelius Publius,Staff,1.0
1084,Tarquitius Lucrio,Karatejutsu,1.0
1084,Tarquitius Lucrio,Aikijutsu,1.0
1084,Tarquitius Lucrio,Polearm,26.321833114755847
1084,Tarquitius Lucrio,Great Weapon,1.0
1084,Tarquitius Lucrio,Boxing,7.3039143820759929
1084,Tarquitius Lucrio,Thrown Blade,1.0
1084,Tarquitius Lucrio,Kenjutsu,1.0
1084,Tarquitius Lucrio,General,6.2877933452486472
1084,Tarquitius Lucrio,Florentine,1.0
1084,Tarquitius Lucrio,Naginata,1.0
1084,Tarquitius Lucrio,Riding,1.0
1084,Tarquitius Lucrio,Bow,57.402618174088154
1084,Tarquitius Lucrio,Chivalric,2.7018040688123013
1084,Tarquitius Lucrio,Staff,1.0
1123,Rubellius Aulus,Karatejutsu,13.198988396226142
1123,Rubellius Aulus,Aikijutsu,1.0
1123,Rubellius Aulus,Polearm,15.905897412683052
1123,Rubellius Aulus,Great Weapon,1.0
1123,Rubellius Aulus,Boxing,45.05121931869293
1123,Rubellius Aulus,Thrown Blade,1.0
1123,Rubellius Aulus,Kenjutsu,8.1372007150674133
1123,Rubellius Aulus,General,34.191556874562615
1123,Rubellius Aulus,Florentine,32.644022292968927
1123,Rubellius Aulus,Naginata,1.0
1123,Rubellius Aulus,Riding,34.44910590221135
1123,Rubellius Aulus,Bow,18.411665638548318
1123,Rubellius Aulus,Chivalric,44.619155739218542
1123,Rubellius Aulus,Staff,1.0
1125,Sempronius Clemens,Karatejutsu,42.895806525956978
1125,Sempronius Clemens,Aikijutsu,1.0
1125,Sempronius Clemens,Polearm,21.826476574985371
1125,Sempronius Clemens,Great Weapon,1.0
1125,Sempronius Clemens,Boxing,1.0
1125,Sempronius Clemens,Thrown Blade,1.0
1125,Sempronius Clemens,Kenjutsu,1.0
1125,Sempronius Clemens,General,6.8764991190400693
1125,Sempronius Clemens,Florentine,32.501283167840299
1125,Sempronius Clemens,Naginata,1.0
1125,Sempronius Clemens,Riding,1.0
1125,Sempronius Clemens,Bow,12.693442380793353
1125,Sempronius Clemens,Chivalric,46.574348194747138
1125,Sempronius Clemens,Staff,1.0
1089,Postumius Syphax,Karatejutsu,5.8307603014447009
1089,Postumius Syphax,Aikijutsu,1.0
1089,Postumius Syphax,Polearm,3.9138284158338266
1089,Postumius Syphax,Great Weapon,1.0
1089,Postumius Syphax,Boxing,6.8896068853607044
1089,Postumius Syphax,Thrown Blade,1.0
1089,Postumius Syphax,Kenjutsu,12.389688758545804
1089,Postumius Syphax,General,7.4150777729292914
1089,Postumius Syphax,Florentine,1.0
1089,Postumius Syphax,Naginata,1.0
1089,Postumius Syphax,Riding,1.0
1089,Postumius Syphax,Bow,8.8988619706811019
1089,Postumius Syphax,Chivalric,12.448067426822748
1089,Postumius Syphax,Staff,1.0
1104,Hubert Lesauvage,Karatejutsu,67.183286476116692
1104,Hubert Lesauvage,Aikijutsu,212.18959736446993
1104,Hubert Lesauvage,Polearm,102.89905385109287
1104,Hubert Lesauvage,Great Weapon,1.0
1104,Hubert Lesauvage,Boxing,279.63396438885184
1104,Hubert Lesauvage,Thrown Blade,1.0
1104,Hubert Lesauvage,Kenjutsu,249.39759971606514
1104,Hubert Lesauvage,General,144.046566629908
1104,Hubert Lesauvage,Florentine,156.65356164043251
1104,Hubert Lesauvage,Naginata,1.0
1104,Hubert Lesauvage,Riding,234.88323159583052
1104,Hubert Lesauvage,Bow,67.070771482144494
1104,Hubert Lesauvage,Chivalric,367.78992480718182
1104,Hubert Lesauvage,Staff,1.0
1409,Mucius Lucrio,Karatejutsu,1.0
1409,Mucius Lucrio,Aikijutsu,1.0
1409,Mucius Lucrio,Polearm,1.8554060800719625
1409,Mucius Lucrio,Great Weapon,1.0
1409,Mucius Lucrio,Boxing,1.0
1409,Mucius Lucrio,Thrown Blade,1.0
1409,Mucius Lucrio,Kenjutsu,1.0
1409,Mucius Lucrio,General,6.5413155195864663
1409,Mucius Lucrio,Florentine,1.0
1409,Mucius Lucrio,Naginata,1.0
1409,Mucius Lucrio,Riding,1.0
1409,Mucius Lucrio,Bow,6.9769988604615545
1409,Mucius Lucrio,Chivalric,2.0178476589705188
1409,Mucius Lucrio,Staff,1.0
1408,Ovidius Numerius,Karatejutsu,1.0
1408,Ovidius Numerius,Aikijutsu,1.0
1408,Ovidius Numerius,Polearm,3.6403705685787013
1408,Ovidius Numerius,Great Weapon,1.0
1408,Ovidius Numerius,Boxing,1.0
1408,Ovidius Numerius,Thrown Blade,1.0
1408,Ovidius Numerius,Kenjutsu,1.0
1408,Ovidius Numerius,General,3.8982608879717486
1408,Ovidius Numerius,Florentine,1.0
1408,Ovidius Numerius,Naginata,1.0
1408,Ovidius Numerius,Riding,1.0
1408,Ovidius Numerius,Bow,4.5411160922581519
1408,Ovidius Numerius,Chivalric,5.2051898781501569
1408,Ovidius Numerius,Staff,1.0
1403,Amatius Graecus,Karatejutsu,1.0
1403,Amatius Graecus,Aikijutsu,1.0
1403,Amatius Graecus,Polearm,2.9631019831861574
1403,Amatius Graecus,Great Weapon,1.0
1403,Amatius Graecus,Boxing,1.0
1403,Amatius Graecus,Thrown Blade,1.0
